"","Forest_class","Wolf.territory","Moose.presence","Rase.presence","Small.roads","Big.roads","Pine.proportion.100","Pine.proportion","Time.since.establishment","Taxar","Pellet.counts"
"5585",2,0,0,0,123,3450,0,0.01,0,2010,0
"5586",3,1,0,1,366,1171,0,0.03,11,2012,4
"5587",4,1,0,0,444,11182,9.7440561,0.07,1,2008,0
"5588",3,1,0,0,106,1544,1.9488112,0.02,17,2006,0
"5589",3,0,0,0,134,1851,0.3248019,0.08,0,2006,0
"5590",2,1,0,1,58,3780,0,0.02,3,2009,0
"5591",3,0,0,0,229,168,3.2480187,0.06,0,2006,0
"5592",4,0,0,1,43,3331,0,0.04,0,2016,0
"5593",2,0,1,1,129,2499,0,0.03,6,2008,0
"5594",3,0,1,0,549,6068,0.7795245,0.01,8,2010,0
"5595",4,1,0,1,243,6709,0.6496037,0.05,0,2011,0
"5596",3,1,1,0,44,5006,1.2992075,0.07,0,2004,0
"5597",3,0,0,1,452,2331,0,0,0,2003,0
"5598",4,1,0,0,61,950,1.2992075,0.1,0,2010,0
"5599",3,0,0,1,394,1566,0,0,0,2011,0
"5600",4,0,0,0,234,660,0,0.06,0,2015,2
"5601",2,0,1,0,481,943,0,0.01,5,2014,0
"5602",3,0,0,0,387,137,0,0.01,0,2007,1
"5603",3,1,0,0,601,1493,0,0.01,0,2004,0
"5604",2,0,0,1,141,1539,1.2992075,0.01,0,2012,0
"5605",3,1,1,0,130,1462,3.8976225,0.06,0,2013,0
"5606",4,1,0,1,564,1869,0,0.19,4,2009,0
"5607",2,0,0,1,511,3406,0,0,0,2006,0
"5608",1,1,0,1,175,4208,0,0.23,0,2012,0
"5609",4,0,0,1,40,2721,3.8976225,0.07,0,2004,0
"5610",3,0,0,0,313,4349,1.9488112,0,0,2013,0
"5611",4,0,0,0,32,1594,0,0.06,0,2008,0
"5612",2,0,0,0,498,523,9.7440561,0.02,9,2010,0
"5613",4,1,0,1,558,737,2.598415,0.07,3,2007,0
"5614",3,0,0,1,159,497,0,0.08,0,2009,0
"5615",3,0,0,0,70,32,1.9488112,0,0,2006,0
"5616",3,1,0,1,3,161,17.539301,0.03,0,2015,0
"5617",4,1,0,1,443,831,1.9488112,0.01,15,2004,0
"5618",4,1,0,0,184,393,0,0.02,5,2015,1
"5619",3,0,0,0,571,563,0.6496037,0.03,0,2010,1
"5620",3,0,0,0,60,12757,1.2992075,0,9,2013,0
"5621",2,1,0,0,425,2684,3.2480187,0.03,0,2014,0
"5622",4,1,0,0,420,1675,0.6801333,0.16,4,2007,0
"5623",4,0,0,0,284,476,0.3248019,0.12,0,2011,0
"5624",3,0,0,1,73,1397,1.2992075,0,8,2011,0
"5625",3,0,0,0,159,2566,27.2833572,0.01,3,2008,0
"5626",3,0,0,0,97,2293,0,0.09,10,2008,0
"5627",2,0,0,1,117,1968,1.2992075,0,7,2007,0
"5628",3,0,0,0,290,1181,9.0944524,0.06,0,2012,0
"5629",2,0,0,0,70,1361,0,0.01,0,2016,0
"5630",1,1,0,0,25,1931,3.2480187,0.07,0,2008,0
"5631",2,0,0,0,287,1720,3.2480187,0,0,2004,0
"5632",2,1,1,1,295,2258,0.3248019,0,0,2015,0
"5633",2,0,0,0,408,2783,3.8976225,0.06,6,2003,0
"5634",3,1,0,1,371,1472,9.0944524,0,0,2015,0
"5635",3,0,0,1,546,1445,0.0649604,0.05,0,2007,1
"5636",4,0,0,1,113,1814,3.2480187,0.04,2,2004,0
"5637",2,0,0,0,44,819,0,0.24,10,2014,0
"5638",3,1,0,0,527,1056,0.1299207,0.03,0,2007,0
"5639",3,1,0,0,354,1100,7.7952449,0.02,0,2005,0
"5640",1,1,0,0,49,1457,1.2992075,0.01,0,2015,0
"5641",2,0,0,0,137,4173,0.6496037,0.07,5,2011,0
"5642",3,0,0,1,293,4469,0,0,9,2007,0
"5643",2,1,0,0,768,1628,0,0,0,2013,0
"5644",3,0,0,0,11,398,5.1968299,0.05,0,2016,0
"5645",4,0,0,1,298,1630,0.3248019,0.04,12,2006,0
"5646",3,0,0,0,118,2700,13.6416786,0.24,0,2014,0
"5647",4,1,0,0,462,1131,0,0,7,2013,1
"5648",3,0,0,0,293,823,0,0.09,0,2012,0
"5649",3,0,0,0,21,521,0.3248019,0.1,2,2015,0
"5650",2,0,0,0,6,5416,0,0.05,0,2009,0
"5651",3,0,0,1,164,221,0.7145641,0.02,0,2010,0
"5652",3,0,0,0,35,3478,0,0,0,2010,0
"5653",4,0,0,0,150,1068,0,0.04,9,2004,0
"5654",4,1,1,1,389,1083,1.9488112,0.15,0,2009,0
"5655",4,0,0,0,221,3908,0.3248019,0,0,2008,0
"5656",3,1,0,0,274,727,12.3424711,0.15,0,2015,0
"5657",2,0,0,0,90,1646,9.7440561,0.21,0,2005,0
"5658",2,1,0,0,197,5346,3.2480187,0,0,2016,0
"5659",3,0,1,1,434,6504,0,0.04,0,2008,0
"5660",3,0,0,1,654,3159,3.2480187,0.01,3,2010,0
"5661",4,1,0,1,1042,2872,0,0.08,0,2011,0
"5662",3,1,0,1,135,3286,0,0.02,0,2012,0
"5663",3,0,1,0,293,654,0,0.08,4,2008,0
"5664",4,1,1,0,180,3151,1.9488112,0,0,2016,0
"5665",3,1,0,0,11,1678,2.0137716,0.06,0,2016,0
"5666",2,1,0,1,404,2400,31.24594,0.03,0,2009,0
"5667",2,0,0,1,26,3228,1.2992075,0.01,0,2006,2
"5668",3,1,1,1,346,149,0,0,8,2008,0
"5669",4,0,0,0,555,1229,1.9488112,0,0,2009,0
"5670",3,0,0,1,571,6184,0,0,9,2011,0
"5671",4,1,0,0,454,562,0.6496037,0,0,2006,0
"5672",2,0,0,0,722,7290,0,0,0,2003,0
"5673",4,1,0,0,257,323,3.8976225,0.01,0,2005,0
"5674",4,1,0,1,70,4103,0,0.02,1,2012,0
"5675",3,1,0,0,532,4156,1.9488112,0.03,1,2012,2
"5676",4,1,0,0,1044,1380,5.1968299,0.01,0,2004,0
"5677",4,1,0,0,20,1093,0,0.05,13,2005,0
"5678",2,1,0,0,251,309,1.2992075,0.04,4,2004,0
"5679",4,0,0,1,145,2645,0,0,0,2015,0
"5680",3,1,0,1,302,2596,9.0944524,0,7,2006,0
"5681",3,0,0,1,286,4363,0.0649604,0.05,0,2009,0
"5682",4,1,0,1,295,1487,3.2480187,0.03,0,2010,0
"5683",2,0,0,0,6,420,0.3248019,0.01,6,2003,0
"5684",3,0,0,1,121,2995,0,0,0,2010,0
"5685",3,0,0,0,216,2763,0,0,0,2003,0
"5686",3,0,0,1,130,3651,17.539301,0,7,2005,0
"5687",3,1,0,0,56,3355,0,0,1,2012,2
"5688",2,0,0,0,165,4018,12.3424711,0.23,0,2005,0
"5689",3,0,0,1,687,2061,16.5648954,0.03,4,2015,0
"5690",4,0,1,1,248,1572,35.0786021,0.05,6,2011,0
"5691",4,0,0,0,118,2964,0,0,0,2009,0
"5692",4,1,0,0,530,857,0,0.21,2,2004,1
"5693",1,0,0,0,31,843,0.3248019,0.05,5,2010,1
"5694",2,0,0,1,640,1221,12.3424711,0.02,0,2009,0
"5695",2,1,0,0,245,10581,0.6496037,0.07,0,2013,0
"5696",3,1,0,1,621,2196,0,0.01,0,2016,0
"5697",3,0,1,1,399,2094,38.3266208,0.05,1,2014,0
"5698",3,1,0,1,81,5465,0,0,11,2006,0
"5699",3,0,0,0,237,2886,0,0.04,0,2016,0
"5700",3,0,0,1,386,582,24.0353384,0.11,0,2004,0
"5701",2,1,0,1,76,262,5.1968299,0.01,0,2004,0
"5702",3,0,0,1,217,914,0,0.08,10,2005,0
"5703",4,0,0,0,24,161,0.6496037,0.02,0,2008,0
"5704",4,0,0,1,32,6695,1.2992075,0,4,2006,0
"5705",4,1,0,1,21,2062,8.4448486,0.01,0,2009,0
"5706",4,1,0,0,36,4192,0,0,0,2014,0
"5707",2,0,0,1,100,2363,0,0.01,8,2006,0
"5708",4,1,0,1,428,2556,0,0.01,1,2009,0
"5709",2,1,0,1,274,3793,0.6496037,0.02,0,2012,0
"5710",4,1,1,0,132,1452,12.9920748,0.05,5,2014,1
"5711",2,1,0,0,88,1569,0,0,10,2015,0
"5712",2,0,0,1,590,1807,3.2480187,0,5,2012,0
"5713",4,0,1,1,710,2097,0,0.07,0,2006,0
"5714",4,1,0,1,168,1686,2.598415,0.14,0,2010,0
"5715",4,0,0,1,59,230,5.1968299,0.09,0,2012,0
"5716",2,1,0,1,352,5261,1.2992075,0,0,2006,0
"5717",3,1,1,0,69,3451,0,0,0,2012,0
"5718",3,1,0,1,63,2075,0.6496037,0,0,2013,0
"5719",2,1,0,0,495,1812,0,0,0,2007,0
"5720",4,1,0,1,176,277,0.6496037,0.08,0,2010,1
"5721",4,0,0,1,400,774,1.2992075,0,0,2005,0
"5722",4,1,0,1,46,234,0.0649604,0.03,5,2004,0
"5723",3,0,0,1,246,2652,2.598415,0.06,0,2008,0
"5724",2,0,0,0,88,1783,0,0.03,0,2008,4
"5725",4,0,0,0,148,439,0.0649604,0.08,0,2009,0
"5726",4,1,0,1,15,5239,2.598415,0,0,2004,0
"5727",4,1,0,0,65,1072,0.0649604,0,0,2008,0
"5728",3,0,0,1,41,2040,0,0.01,0,2010,0
"5729",3,0,0,1,1511,1619,2.598415,0,0,2005,0
"5730",4,0,0,1,23,1747,0,0.02,0,2005,0
"5731",3,0,0,0,267,1675,1.2992075,0.03,0,2016,0
"5732",3,1,0,0,150,7880,1.3641679,0.01,4,2013,1
"5733",4,0,0,1,1748,2326,0,0.03,6,2003,0
"5734",3,0,0,0,199,864,0,0.02,0,2014,0
"5735",3,0,0,1,4,5164,1.9488112,0.04,0,2010,0
"5736",1,1,0,1,609,3041,3.2480187,0,0,2015,0
"5737",4,1,0,1,306,467,0,0.01,0,2009,0
"5738",4,1,0,1,51,1183,0,0.03,0,2008,0
"5739",4,0,0,0,301,5316,6.4960374,0.02,10,2012,0
"5740",3,0,0,1,69,3645,2.0137716,0.03,0,2013,0
"5741",2,1,0,1,1316,111,5.5216318,0.03,0,2012,0
"5742",3,1,1,1,463,621,13.6416786,0,12,2012,0
"5743",2,1,0,1,38,7734,0,0.01,11,2009,0
"5744",3,0,0,1,22,1482,4.8720281,0.15,0,2003,0
"5745",3,1,0,1,55,2509,1.2992075,0.08,0,2008,0
"5746",4,0,0,0,162,1087,0,0,0,2005,0
"5747",1,0,0,1,78,63,3.2480187,0,0,2013,0
"5748",4,0,0,1,40,5403,7.470443,0.04,0,2010,0
"5749",2,1,0,0,150,1925,0,0.03,6,2009,0
"5750",4,0,0,1,506,1293,1.9488112,0.02,0,2009,1
"5751",3,0,0,1,594,325,0,0.02,20,2012,0
"5752",1,1,0,0,222,1274,3.2480187,0.16,0,2014,0
"5753",3,0,1,1,328,3325,6.8208393,0,1,2010,0
"5754",3,1,0,1,20,194,3.2480187,0,0,2004,1
"5755",3,0,0,0,227,1865,1.2992075,0,13,2015,0
"5756",2,0,0,1,36,30,1.2992075,0,0,2016,0
"5757",4,0,0,0,272,2161,1.9488112,0,1,2005,0
"5758",2,1,0,1,131,3405,0,0.06,6,2014,0
"5759",3,0,0,0,80,659,0,0.01,8,2011,0
"5760",3,1,0,1,268,6142,28.5825646,0.02,0,2009,0
"5761",3,1,0,1,435,9291,6.4960374,0,0,2004,0
"5762",3,0,0,0,610,4007,2.598415,0,0,2005,3
"5763",3,0,0,1,9,1010,0,0,0,2010,0
"5764",3,1,0,1,259,4720,3.2480187,0.04,0,2016,0
"5765",2,0,0,1,133,166,4.5472262,0.2,2,2003,0
"5766",2,0,0,1,41,665,0,0.02,6,2010,0
"5767",4,0,0,0,11,2695,0,0,7,2014,0
"5768",3,1,0,1,320,4071,1.2992075,0.07,0,2008,0
"5769",4,0,0,1,345,1488,0.3248019,0,0,2003,0
"5770",3,0,0,0,609,2221,3.2480187,0.12,0,2013,2
"5771",4,0,0,1,199,4222,0,0.05,0,2004,0
"5772",3,0,0,0,164,1310,0,0,0,2008,0
"5773",2,1,0,1,21,3064,1.9488112,0.01,9,2015,0
"5774",4,0,0,1,57,745,0.3248019,0.01,0,2010,0
"5775",4,0,0,0,212,2665,22.736131,0.02,0,2010,0
"5776",3,0,0,1,280,688,0.6496037,0.01,1,2008,0
"5777",4,0,1,0,139,4603,0,0,26,2012,0
"5778",4,0,1,1,190,192,5.1968299,0.02,0,2005,0
"5779",1,1,0,1,145,2779,1.2992075,0,0,2009,0
"5780",3,1,0,0,122,7195,16.8896973,0,0,2010,0
"5781",3,0,0,0,1706,1254,0,0,0,2016,0
"5782",4,0,1,1,151,1256,1.9488112,0.14,0,2005,0
"5783",2,0,0,0,24,4540,1.9488112,0.02,6,2006,0
"5784",2,0,0,1,328,8296,0,0.04,0,2014,0
"5785",2,1,0,0,287,75,0,0.11,13,2011,0
"5786",4,0,0,0,93,6612,0,0.01,0,2016,0
"5787",4,0,0,0,159,1989,9.0944524,0.05,0,2005,0
"5788",3,0,0,1,304,2392,1.2992075,0.02,6,2013,0
"5789",3,0,0,1,75,733,0.3248019,0.04,0,2004,0
"5790",4,1,1,1,942,3926,0.3248019,0.18,0,2006,0
"5791",3,1,1,1,100,212,0,0.02,2,2010,0
"5792",3,0,0,0,299,3645,2.2660322,0.09,0,2003,0
"5793",4,0,0,0,636,4600,0.4145593,0,8,2003,1
"5794",3,0,0,1,72,10,0.6496037,0.02,4,2012,0
"5795",3,1,0,0,55,846,0,0.03,0,2009,0
"5796",4,1,0,1,259,2500,1.9488112,0,3,2011,0
"5797",4,1,0,1,363,3781,0,0.11,0,2010,0
"5798",3,0,0,1,456,3526,0.0649604,0,0,2010,0
"5799",3,1,0,0,162,2050,3.2480187,0.01,0,2006,0
"5800",4,0,0,1,760,2321,3.2480187,0.07,0,2013,0
"5801",4,1,0,1,61,2671,0.3248019,0,8,2010,0
"5802",4,0,0,0,804,963,9.0944524,0.04,0,2013,0
"5803",2,1,0,1,453,1976,10.3936599,0.01,6,2015,0
"5804",3,0,0,0,71,1366,0.3248019,0.01,0,2008,0
"5805",3,1,0,0,175,5142,5.1968299,0.02,0,2004,0
"5806",4,0,0,1,397,8892,9.0944524,0.02,5,2004,0
"5807",3,0,0,1,357,4871,12.3424711,0.01,1,2005,0
"5808",2,0,0,0,93,1499,3.2480187,0.04,0,2014,4
"5809",3,0,0,0,61,4209,35.0786021,0,0,2003,0
"5810",3,0,0,0,9,2237,0,0.29,0,2012,0
"5811",4,0,0,1,658,2068,0,0.01,3,2014,0
"5812",3,1,0,1,442,926,3.2480187,0,16,2008,0
"5813",3,1,0,0,94,4527,0,0.04,3,2003,0
"5814",3,1,0,0,385,946,1.9488112,0,0,2006,0
"5815",3,1,0,0,405,1358,7.7952449,0.04,0,2008,0
"5816",4,0,1,0,500,607,3.8976225,0.01,0,2015,0
"5817",1,0,0,0,745,7872,0,0,0,2013,0
"5818",3,0,0,1,138,44,0,0.26,0,2003,0
"5819",3,0,0,0,484,716,0.0649604,0,4,2008,0
"5820",3,0,0,1,157,3114,19.4881123,0.02,15,2007,0
"5821",2,1,0,0,335,1028,3.5728206,0.01,0,2015,0
"5822",3,1,0,0,453,399,0.6496037,0.01,3,2008,0
"5823",3,1,0,1,175,2931,0,0,0,2015,0
"5824",2,0,0,0,278,1699,0.6496037,0.25,9,2012,0
"5825",3,0,0,1,513,1670,1.2992075,0,4,2006,0
"5826",4,0,0,0,553,1227,3.2480187,0,1,2011,0
"5827",4,0,0,1,84,4566,18.8385085,0,8,2006,0
"5828",4,1,0,0,383,1901,1.9488112,0.11,2,2016,0
"5829",4,1,0,0,610,1269,1.2992075,0.01,4,2011,0
"5830",2,1,0,1,447,434,0,0.01,0,2016,0
"5831",2,0,0,0,207,8669,9.0944524,0.17,3,2004,0
"5832",4,1,0,1,381,3838,0,0,6,2006,0
"5833",4,0,0,1,241,3673,5.1968299,0.04,0,2014,0
"5834",2,1,0,1,155,933,1.9488112,0,4,2012,0
"5835",4,0,0,1,69,172,0.6496037,0.01,0,2012,1
"5836",3,0,0,1,66,891,0,0.04,0,2013,0
"5837",3,1,0,1,346,134,0.6496037,0.02,0,2007,0
"5838",1,1,0,1,176,2460,1.2992075,0.01,8,2012,0
"5839",3,1,0,1,391,1268,7.7952449,0.06,0,2003,0
"5840",4,0,1,0,1266,1711,0.3248019,0.02,13,2012,0
"5841",3,0,0,1,141,5775,0.6496037,0.02,0,2006,0
"5842",3,0,0,0,622,4625,4.2224243,0.11,0,2003,0
"5843",3,0,0,1,519,1048,1.2992075,0.01,4,2005,0
"5844",1,1,0,0,92,2591,6.4960374,0.04,0,2011,0
"5845",4,0,0,1,147,6500,28.5825646,0,0,2005,0
"5846",2,0,0,1,155,1742,0,0.07,6,2008,0
"5847",4,1,0,1,236,633,0,0.01,2,2008,0
"5848",2,0,0,1,11,8417,3.2480187,0.01,11,2016,0
"5849",2,1,0,1,174,4413,1.2992075,0.24,0,2005,0
"5850",3,0,0,0,29,2812,0.0649604,0.06,0,2008,0
"5851",3,0,0,1,145,1925,27.2833572,0,4,2010,0
"5852",2,0,0,1,578,1275,15.5904898,0.04,5,2015,0
"5853",3,0,0,1,698,3451,0,0.06,0,2013,0
"5854",2,0,0,1,139,3114,1.3641679,0.02,1,2003,0
"5855",4,1,1,0,116,1982,7.7952449,0.05,0,2006,0
"5856",2,1,0,1,255,1897,9.7440561,0.04,0,2016,1
"5857",3,1,0,1,168,854,0.6496037,0,0,2013,0
"5858",2,1,0,1,625,2605,0.6496037,0.01,3,2004,0
"5859",4,0,0,0,95,880,0,0,0,2014,0
"5860",3,0,0,0,20,1458,0,0,13,2004,0
"5861",1,1,0,0,485,954,1.2992075,0.14,0,2014,0
"5862",3,0,0,0,20,1276,0,0.02,0,2007,0
"5863",2,0,0,1,1137,2751,0,0.07,0,2006,0
"5864",2,0,0,0,69,1576,3.2480187,0.02,0,2010,0
"5865",3,0,0,1,95,116,1.2992075,0.02,0,2014,0
"5866",4,1,1,1,36,1576,12.0176692,0.07,0,2016,0
"5867",2,1,0,1,1,2361,30.5313759,0.01,0,2008,0
"5868",4,0,0,0,114,531,3.2480187,0,7,2005,0
"5869",3,1,0,0,139,5024,22.736131,0.01,0,2015,1
"5870",3,0,1,1,98,3917,0.6496037,0,0,2006,0
"5871",3,1,0,0,241,1782,1.2992075,0,0,2007,0
"5872",4,1,0,1,189,413,0,0.27,8,2003,0
"5873",2,1,0,0,58,2746,1.2992075,0.03,3,2006,0
"5874",4,1,1,0,295,2709,0,0,2,2011,0
"5875",4,1,0,1,877,313,0,0,0,2013,0
"5876",4,0,0,0,92,3784,2.2736131,0,0,2004,0
"5877",4,1,0,1,182,4511,0,0,6,2008,0
"5878",4,0,1,0,62,724,0,0.04,0,2015,0
"5879",3,1,0,1,121,2298,0,0,0,2014,0
"5880",3,1,0,1,199,7846,2.598415,0.67,0,2003,0
"5881",2,0,1,1,68,7583,6.8208393,0.03,0,2008,0
"5882",3,1,0,0,1377,3478,0,0,0,2016,0
"5883",4,1,0,0,240,1784,0,0.02,10,2009,0
"5884",4,0,0,0,145,1374,0,0.02,0,2004,0
"5885",2,0,1,0,136,3258,0,0.1,0,2008,0
"5886",4,1,1,0,595,3794,1.2992075,0,4,2016,0
"5887",4,1,0,1,388,3662,0,0.03,0,2014,0
"5888",4,0,0,0,503,495,0.3248019,0,0,2013,0
"5889",4,0,0,1,80,5310,0,0,4,2006,0
"5890",1,1,0,1,425,3288,0,0.02,3,2010,0
"5891",3,0,1,0,1448,197,21.1660573,0.01,0,2010,0
"5892",4,0,0,0,32,1145,0,0.02,1,2006,0
"5893",4,0,0,0,187,491,4.5472262,0.01,5,2011,0
"5894",4,0,0,1,272,5373,0,0.01,0,2014,0
"5895",3,0,0,0,304,2164,0,0.11,0,2010,0
"5896",2,0,0,1,153,1568,0,0.09,0,2012,0
"5897",3,1,0,0,54,3872,3.2480187,0.04,0,2011,0
"5898",2,0,0,0,324,2835,1.2992075,0.06,0,2007,0
"5899",2,1,0,0,25,393,0,0,4,2013,0
"5900",3,1,0,1,90,1466,1.2992075,0.01,0,2014,0
"5901",2,1,1,0,455,1549,2.2736131,0,0,2010,0
"5902",2,0,0,0,74,1616,0,0.19,0,2006,0
"5903",4,0,0,0,561,2066,9.8090165,0.01,0,2009,0
"5904",3,0,0,1,667,2467,0,0.19,0,2009,0
"5905",4,0,0,1,135,2946,1.9488112,0,5,2012,0
"5906",2,1,0,0,226,1169,0,0.03,0,2014,0
"5907",4,0,0,1,24,1571,18.8385085,0.01,1,2004,0
"5908",4,1,0,1,69,5718,3.2480187,0.03,0,2005,0
"5909",3,1,1,1,157,770,5.1968299,0.06,0,2004,0
"5910",4,1,0,1,122,1203,7.7952449,0,0,2006,0
"5911",3,1,0,0,46,2394,0,0.07,1,2016,0
"5912",4,0,0,1,23,1223,3.2480187,0.08,2,2013,0
"5913",3,1,0,1,397,1939,0,0.04,0,2014,0
"5914",3,0,1,0,13,1625,0,0.02,0,2015,0
"5915",4,0,0,0,154,546,1.2992075,0.05,5,2012,2
"5916",4,1,0,1,37,2112,2.598415,0,0,2014,0
"5917",4,0,0,0,171,6030,0,0.01,12,2007,0
"5918",4,0,0,1,397,961,1.9488112,0.03,11,2004,0
"5919",2,0,0,1,881,4349,1.9488112,0,5,2014,0
"5920",2,0,0,0,241,467,1.9488112,0.03,0,2010,0
"5921",2,0,0,1,566,1539,1.2992075,0.01,0,2013,0
"5922",3,1,0,1,226,1053,0,0.02,6,2015,0
"5923",4,1,1,0,340,2005,0,0.02,0,2008,0
"5924",3,0,0,0,268,548,3.8976225,0,0,2007,0
"5925",2,0,0,0,555,12,0,0.01,0,2004,0
"5926",4,1,0,0,312,2136,5.5216318,0,0,2009,0
"5927",3,1,1,1,172,635,17.539301,0.03,1,2009,0
"5928",4,1,0,1,332,68,3.2480187,0.03,0,2006,0
"5929",4,0,0,1,6,6591,2.2736131,0.02,4,2007,0
"5930",3,0,0,1,116,1264,1.2992075,0.04,0,2010,0
"5931",2,1,0,1,202,2316,1.2992075,0.02,0,2007,1
"5932",3,1,0,1,308,1417,5.1968299,0.04,11,2004,0
"5933",4,0,0,1,521,999,0.0649604,0,0,2016,1
"5934",3,1,0,0,284,38,0,0.04,0,2013,0
"5935",3,1,0,0,88,835,0,0,0,2006,0
"5936",4,1,0,0,74,148,0.3248019,0,4,2012,0
"5937",2,0,0,0,513,361,10.4586202,0.01,0,2015,0
"5938",2,0,0,0,497,2761,0,0.01,11,2010,0
"5939",2,1,0,1,207,5144,3.2480187,0.18,0,2011,0
"5940",4,1,0,1,501,1094,0,0.02,16,2016,4
"5941",3,0,0,0,787,1998,12.3424711,0,0,2014,0
"5942",3,1,0,1,99,1414,0,0.01,2,2006,0
"5943",4,0,0,1,159,1538,7.7952449,0,0,2009,0
"5944",3,1,0,0,78,5187,2.598415,0.05,0,2012,0
"5945",2,0,1,0,68,2243,3.2480187,0.21,0,2006,0
"5946",3,0,0,0,126,6229,1.9488112,0.01,0,2014,0
"5947",2,1,0,0,51,6543,0,0,4,2003,1
"5948",3,0,0,1,88,3550,0,0,0,2004,0
"5949",4,0,0,0,121,3264,0,0.02,4,2007,0
"5950",3,1,0,0,175,931,3.2480187,0,0,2008,0
"5951",2,1,0,1,191,2878,0,0,0,2007,0
"5952",3,0,0,0,375,270,3.2480187,0.05,0,2015,0
"5953",2,1,0,0,330,5533,0.3248019,0.02,0,2015,0
"5954",3,1,0,1,253,3416,0.0649604,0,0,2008,0
"5955",3,1,0,1,148,1145,0,0.16,0,2013,0
"5956",3,0,0,0,121,4542,0,0.03,10,2015,0
"5957",3,0,0,0,161,3425,0,0.01,4,2007,0
"5958",2,1,0,0,440,3367,1.9488112,0,1,2005,0
"5959",2,0,0,1,51,7079,0.6496037,0,5,2016,0
"5960",3,1,0,1,29,2369,17.539301,0.01,0,2008,0
"5961",3,0,0,0,187,3097,0,0.03,1,2004,0
"5962",3,0,0,1,69,1639,24.0353384,0.01,5,2006,0
"5963",3,0,0,0,314,693,0,0.01,0,2005,0
"5964",3,1,0,0,247,1836,0,0.02,10,2006,0
"5965",2,0,0,1,17,37,55.216318,0,0,2012,0
"5966",3,0,0,0,129,2826,0,0,3,2004,0
"5967",3,0,0,0,79,122,0,0,0,2007,0
"5968",4,0,0,0,442,3714,0.0649604,0,0,2007,0
"5969",4,0,0,1,54,1687,1.2992075,0.08,2,2012,0
"5970",4,0,0,1,109,2925,4.5472262,0,0,2010,0
"5971",1,1,0,1,161,959,0.3248019,0.19,8,2005,0
"5972",3,0,0,0,156,1328,0.6496037,0.02,0,2003,0
"5973",3,1,0,1,33,505,0,0.02,0,2012,0
"5974",3,1,0,0,136,940,0,0,0,2004,0
"5975",3,0,0,0,87,1291,1.6240094,0.07,26,2014,0
"5976",4,0,0,0,21,3835,9.0944524,0,0,2010,0
"5977",4,0,1,1,45,2344,27.3483175,0,0,2005,0
"5978",4,1,1,0,154,756,5.8464337,0.01,0,2015,0
"5979",4,1,1,1,131,363,0,0.13,2,2014,0
"5980",3,0,0,1,15,2173,0,0.12,4,2014,0
"5981",3,0,0,0,382,2585,0.3248019,0.01,0,2015,0
"5982",4,1,0,0,10,2197,0,0,6,2013,0
"5983",4,0,0,0,337,2930,3.8976225,0.02,0,2005,0
"5984",3,0,0,1,122,514,0,0.05,0,2007,0
"5985",3,0,0,0,93,866,0,0,0,2004,0
"5986",4,0,0,1,548,2016,0,0,1,2012,0
"5987",3,0,0,1,178,1468,0.3248019,0,0,2013,0
"5988",2,0,0,0,639,505,0,0.01,0,2004,0
"5989",2,0,1,1,279,504,0.6496037,0.07,0,2010,0
"5990",2,0,1,1,34,2881,0,0,0,2013,0
"5991",1,0,0,1,615,1118,1.2992075,0.07,0,2005,0
"5992",2,0,0,1,340,3211,0,0.14,2,2010,0
"5993",3,0,0,1,680,6700,0,0.07,0,2005,0
"5994",4,1,0,1,495,1437,1.6240094,0.04,2,2004,0
"5995",2,1,1,1,182,1309,0,0.1,0,2005,0
"5996",3,0,0,0,575,4811,0.3248019,0,0,2011,0
"5997",4,0,1,1,949,569,0,0,0,2012,0
"5998",3,0,0,1,18,505,0,0.03,0,2006,0
"5999",4,1,0,1,490,5995,0.3248019,0.01,0,2005,0
"6000",2,1,0,0,179,3392,5.1968299,0.03,0,2008,0
"6001",3,0,0,0,402,1428,1.9488112,0,0,2009,0
"6002",3,0,1,1,158,1980,0.6496037,0.01,0,2003,0
"6003",4,0,0,1,319,683,3.2480187,0,0,2013,3
"6004",3,1,0,1,130,526,1.2992075,0.14,0,2014,0
"6005",4,0,0,0,339,8359,0,0,10,2007,0
"6006",4,0,0,1,458,647,9.7440561,0.12,0,2004,0
"6007",1,0,0,1,18,7986,25.9841497,0.08,5,2005,0
"6008",2,1,1,1,1319,170,7.8602053,0.27,0,2009,0
"6009",2,1,0,1,309,2211,1.2992075,0,0,2013,0
"6010",2,0,1,0,204,1628,32.1553852,0,0,2007,2
"6011",3,1,0,1,267,2770,2.598415,0.1,0,2005,0
"6012",4,0,0,1,59,2020,17.539301,0.02,6,2013,0
"6013",3,0,0,1,999,768,0,0.02,0,2005,0
"6014",3,1,0,1,48,3976,13.3168767,0.01,0,2016,0
"6015",4,0,0,1,24,732,0,0.01,4,2013,0
"6016",3,1,0,0,195,2158,0,0,0,2004,0
"6017",3,0,0,1,103,188,0,0,3,2010,0
"6018",3,0,0,0,80,2417,0,0,7,2007,0
"6019",4,0,0,1,823,1189,0,0,0,2011,1
"6020",2,0,0,1,153,2986,2.6633753,0.05,0,2008,0
"6021",3,1,0,0,348,484,9.0944524,0.05,0,2003,3
"6022",3,0,0,0,325,467,1.3641679,0.02,0,2011,0
"6023",2,0,0,0,209,1022,0,0,0,2007,0
"6024",2,0,0,1,347,5844,1.2992075,0.08,0,2008,0
